Team,G,Pld,W,D,L,Pts,GF,GA,GD,Golden Ball,Golden Boot,Golden Glove,Prize,Year,Refree,Host,Runner_up,Attendance
England,1,6,5,1,0,11,3,8,11,,,,,1966,Gottfried Dienst,England,West Germany,96924
