Team,G,Pld,W,D,L,Pts,GF,GA,GD,Golden Ball,Golden Boot,Golden Glove,Prize,Year,Refree,Host,Runner_up,Attendance
Brazil,3,6,6,0,0,19,7,12,12,,Gerd Müller,,,1970,Rudi Glöckner,Mexico,Italy,107412
