Team,G,Pld,W,D,L,Pts,GF,GA,GD,Golden Ball,Golden Boot,Golden Glove,Prize,Year,Refree,Host,Runner_up,Attendance
Spain,H,7,6,0,1,8,2,6,18,Diego Forlán,Thomas Müller,Iker Casillas,,2010,Howard Webb,South Africa,Netherlands,84490
