Team,G,Pld,W,D,L,Pts,GF,GA,GD,Golden Ball,Golden Boot,Golden Glove,Prize,Year,Refree,Host,Runner_up,Attendance
Argentina,,,,,,,,,,Lionel Messi,Kylian Mbappé,Emiliano Martínez,,2022,Abdulrahman Al-Jassim,Qatar,France,88966
