Team,G,Pld,W,D,L,Pts,GF,GA,GD,Golden Ball,Golden Boot,Golden Glove,Prize,Year,Refree,Host,Runner_up,Attendance
France,C,,,,,,,,,Luka Modrić,Harry Kane,Thibaut Courtois,38000000,2018,Néstor Pitana,Russia,Croatia,78011
