Team,G,Pld,W,D,L,Pts,GF,GA,GD,Golden Ball,Golden Boot,Golden Glove,Prize,Year,Refree,Host,Runner_up,Attendance
West Germany,2,6,5,0,1,25,14,11,10,,,,,1954,William Ling,Switzerland,Hungary,62500
