Team,G,Pld,W,D,L,Pts,GF,GA,GD,Golden Ball,Golden Boot,Golden Glove,Prize,Year,Refree,Host,Runner_up,Attendance
Italy,E,7,5,2,0,12,2,10,17,Zinedine Zidane,Miroslav Klose,Gianluigi Buffon,,2006,Horacio Elizondo,Germany,France,69000
