Team,G,Pld,W,D,L,Pts,GF,GA,GD,Golden Ball,Golden Boot,Golden Glove,Prize,Year,Refree,Host,Runner_up,Attendance
Brazil,3,6,5,1,0,14,5,9,11,,,,,1962,Nikolay Latyshev,Argentina,Czechoslovakia,68679
