Team,G,Pld,W,D,L,Pts,GF,GA,GD,Golden Ball,Golden Boot,Golden Glove,Prize,Year,Refree,Host,Runner_up,Attendance
Brazil,B,7,5,2,0,11,3,8,17,Romário,Hristo Stoichkov,Michel Preud'homme,,1994,Sándor Puhl,USA,Italy,94194
