Team,G,Pld,W,D,L,Pts,GF,GA,GD,Golden Ball,Golden Boot,Golden Glove,Prize,Year,Refree,Host,Runner_up,Attendance
Argentina,A,7,6,1,0,14,5,9,13,Diego Maradona,Gary Lineker,,,1986,Romualdo Arppi Filho,Colombia,West Germany,114600
