Team,G,Pld,W,D,L,Pts,GF,GA,GD,Golden Ball,Golden Boot,Golden Glove,Prize,Year,Refree,Host,Runner_up,Attendance
France,C,7,6,1,0,15,2,13,19,Ronaldo,Davor Šuker,Fabien Barthez,,1998,Said Belqola,France,Brazil,75000
